data;regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati;nuovi_casi;nuovi_tamponi;nuovi_deceduti;nuovi_dimessi_guariti;nuovi_terapia_intensiva
2020-03-13;Campania;60;19;79;134;213;39;5;2;220;1671;;41,0;120,0;1,0;1,0;8,0
2020-03-14;Campania;72;17;89;154;243;30;23;6;272;1936;;52,0;265,0;4,0;18,0;-2,0
2020-03-15;Campania;73;22;95;201;296;53;28;9;333;2213;;61,0;277,0;3,0;5,0;5,0
2020-03-16;Campania;103;22;125;238;363;67;28;9;400;2517;;67,0;304,0;0,0;0,0;0,0
2020-03-17;Campania;127;24;151;272;423;60;28;9;460;2685;;60,0;168,0;0,0;0,0;2,0
2020-03-18;Campania;127;24;151;272;423;0;28;9;460;2685;;0,0;0,0;0,0;0,0;0,0
2020-03-19;Campania;213;36;249;356;605;182;30;17;652;3544;;192,0;859,0;8,0;2,0;12,0
2020-03-20;Campania;130;41;171;531;702;97;30;17;749;3845;;97,0;301,0;0,0;0,0;5,0
2020-03-21;Campania;233;87;320;473;793;91;29;22;844;4448;;95,0;603,0;5,0;-1,0;46,0
2020-03-22;Campania;243;99;342;524;866;73;41;29;936;4943;;92,0;495,0;7,0;12,0;12,0
2020-03-23;Campania;266;110;376;553;929;63;48;49;1026;5813;;90,0;870,0;20,0;7,0;11,0
2020-03-24;Campania;345;181;526;466;992;63;53;56;1101;6297;;75,0;484,0;7,0;5,0;71,0
2020-03-25;Campania;318;123;441;631;1072;80;53;74;1199;6972;;98,0;675,0;18,0;0,0;-58,0
2020-03-26;Campania;448;114;562;607;1169;97;58;83;1310;8346;;111,0;1374,0;9,0;5,0;-9,0
2020-03-27;Campania;456;113;569;723;1292;123;64;98;1454;9613;;144,0;1267,0;15,0;6,0;-1,0
2020-03-28;Campania;463;132;595;812;1407;115;76;109;1592;10616;;138,0;1003,0;11,0;12,0;19,0
2020-03-29;Campania;476;135;611;945;1556;149;86;117;1759;11805;;167,0;1189,0;8,0;10,0;3,0
2020-03-30;Campania;468;126;594;1145;1739;183;88;125;1952;12969;;193,0;1164,0;8,0;2,0;-9,0
2020-03-31;Campania;501;133;634;1237;1871;132;88;133;2092;14403;;140,0;1434,0;8,0;0,0;7,0
2020-04-01;Campania;478;129;607;1369;1976;105;107;148;2231;15728;;139,0;1325,0;15,0;19,0;-4,0
2020-04-02;Campania;503;120;623;1517;2140;164;149;167;2456;17404;;225,0;1676,0;19,0;42,0;-9,0
2020-04-03;Campania;532;115;647;1705;2352;212;144;181;2677;19237;;221,0;1833,0;14,0;-5,0;-5,0
2020-04-04;Campania;567;114;681;1815;2496;144;146;186;2828;21534;;151,0;2297,0;5,0;2,0;-1,0
2020-04-05;Campania;609;108;717;1904;2621;125;150;189;2960;23139;;132,0;1605,0;3,0;4,0;-6,0
2020-04-06;Campania;610;101;711;1987;2698;77;156;204;3058;24526;;98,0;1387,0;15,0;6,0;-7,0
2020-04-07;Campania;603;103;706;2059;2765;67;167;216;3148;25779;;90,0;1253,0;12,0;11,0;2,0
2020-04-08;Campania;608;97;705;2154;2859;94;188;221;3268;27784;;120,0;2005,0;5,0;21,0;-6,0
2020-04-09;Campania;604;94;698;2175;2873;14;244;227;3344;29664;;76,0;1880,0;6,0;56,0;-3,0
2020-04-10;Campania;600;90;690;2273;2963;90;248;231;3442;31745;;98,0;2081,0;4,0;4,0;-4,0
2020-04-11;Campania;582;85;667;2335;3002;39;277;238;3517;33781;;75,0;2036,0;7,0;29,0;-5,0
2020-04-12;Campania;526;82;608;2449;3057;55;305;242;3604;35448;;87,0;1667,0;4,0;28,0;-3,0
2020-04-13;Campania;606;80;686;2376;3062;5;360;248;3670;36770;;66,0;1322,0;6,0;55,0;-2,0
2020-04-14;Campania;618;82;700;2394;3094;32;415;260;3769;38094;;99,0;1324,0;12,0;55,0;2,0
2020-04-15;Campania;607;86;693;2394;3087;-7;442;278;3807;39534;;38,0;1440,0;18,0;27,0;4,0
2020-04-16;Campania;618;76;694;2424;3118;31;483;286;3887;41296;;80,0;1762,0;8,0;41,0;-10,0
2020-04-17;Campania;622;76;698;2329;3027;-91;631;293;3951;43697;;64,0;2401,0;7,0;148,0;0,0
2020-04-18;Campania;605;76;681;2364;3045;18;643;300;3988;46294;;37,0;2597,0;7,0;12,0;0,0
2020-04-19;Campania;590;61;651;2371;3022;-23;703;304;4029;48187;34994,0;41,0;1893,0;4,0;60,0;-15,0
2020-04-20;Campania;586;61;647;2372;3019;-3;746;309;4074;51090;36153,0;45,0;2903,0;5,0;43,0;0,0
2020-04-21;Campania;532;58;590;2356;2946;-73;872;317;4135;53548;37505,0;61,0;2458,0;8,0;126,0;-3,0
2020-04-22;Campania;523;53;576;2422;2998;52;860;327;4185;55701;38679,0;50,0;2153,0;10,0;-12,0;-5,0
2020-04-23;Campania;539;47;586;2392;2978;-20;928;332;4238;58324;38679,0;53,0;2623,0;5,0;68,0;-6,0
2020-04-24;Campania;524;44;568;2375;2943;-35;1003;336;4282;61331;40053,0;44,0;3007,0;4,0;75,0;-3,0
2020-04-25;Campania;543;55;598;2337;2935;-8;1023;341;4299;64521;41399,0;17,0;3190,0;5,0;20,0;11,0
2020-04-26;Campania;536;45;581;2343;2924;-11;1062;345;4331;67218;42279,0;32,0;2697,0;4,0;39,0;-10,0
2020-04-27;Campania;541;37;578;2299;2877;-47;1120;352;4349;68727;42463,0;18,0;1509,0;7,0;58,0;-8,0
2020-04-28;Campania;544;33;577;2225;2802;-75;1220;358;4380;70566;42690,0;31,0;1839,0;6,0;100,0;-4,0
2020-04-29;Campania;518;31;549;2233;2782;-20;1269;359;4410;73094;43449,0;30,0;2528,0;1,0;49,0;-2,0
2020-04-30;Campania;484;29;513;2260;2773;-9;1291;359;4423;76108;44233,0;13,0;3014,0;0,0;22,0;-2,0
2020-05-01;Campania;478;29;507;2246;2753;-20;1332;359;4444;79940;44975,0;21,0;3832,0;0,0;41,0;0,0
2020-05-02;Campania;470;27;497;2224;2721;-32;1376;362;4459;83592;45955,0;15,0;3652,0;3,0;44,0;-2,0
2020-05-03;Campania;455;30;485;2241;2726;5;1394;364;4484;86498;47027,0;25,0;2906,0;2,0;18,0;3,0
2020-05-04;Campania;438;24;462;2249;2711;-15;1421;366;4498;90543;48275,0;14,0;4045,0;2,0;27,0;-6,0
2020-05-05;Campania;408;25;433;2097;2530;-181;1619;369;4518;93068;48733,0;20,0;2525,0;3,0;198,0;1,0
2020-05-06;Campania;433;25;458;1882;2340;-190;1816;376;4532;96548;49478,0;14,0;3480,0;7,0;197,0;0,0
2020-05-07;Campania;415;27;442;1697;2139;-201;2023;379;4541;101025;50463,0;9,0;4477,0;3,0;207,0;2,0
2020-05-08;Campania;418;28;446;1566;2012;-127;2164;386;4562;105399;51402,0;21,0;4374,0;7,0;141,0;1,0
2020-05-09;Campania;415;26;441;1524;1965;-47;2223;388;4576;110811;52593,0;14,0;5412,0;2,0;59,0;-2,0
2020-05-10;Campania;435;20;455;1460;1915;-50;2282;391;4588;114819;53475,0;12,0;4008,0;3,0;59,0;-6,0
2020-02-24;Emilia-Romagna;10;2;12;6;18;0;0;0;18;148;;18,0;148,0;0,0;0,0;2,0
2020-02-25;Emilia-Romagna;15;2;17;9;26;8;0;0;26;391;;8,0;243,0;0,0;0,0;0,0
2020-02-26;Emilia-Romagna;20;3;23;23;46;20;0;1;47;577;;21,0;186,0;1,0;0,0;1,0
2020-02-27;Emilia-Romagna;36;6;42;54;96;50;0;1;97;1033;;50,0;456,0;0,0;0,0;3,0
2020-02-28;Emilia-Romagna;56;6;62;81;143;47;0;2;145;1277;;48,0;244,0;1,0;0,0;0,0
2020-02-29;Emilia-Romagna;86;11;97;116;213;70;0;4;217;1550;;72,0;273,0;2,0;0,0;5,0
2020-03-01;Emilia-Romagna;127;13;140;137;277;64;0;8;285;1795;;68,0;245,0;4,0;0,0;2,0
2020-03-02;Emilia-Romagna;148;16;164;160;324;47;0;11;335;1973;;50,0;178,0;3,0;0,0;3,0
2020-03-03;Emilia-Romagna;187;24;211;187;398;74;4;18;420;2012;;85,0;39,0;7,0;4,0;8,0
2020-03-04;Emilia-Romagna;256;26;282;234;516;118;6;22;544;2500;;124,0;488,0;4,0;2,0;2,0
2020-03-05;Emilia-Romagna;327;32;359;299;658;142;10;30;698;2884;;154,0;384,0;8,0;4,0;6,0
2020-03-06;Emilia-Romagna;397;53;450;366;816;158;17;37;870;3136;;172,0;252,0;7,0;7,0;21,0
2020-03-07;Emilia-Romagna;464;64;528;409;937;121;25;48;1010;3604;;140,0;468,0;11,0;8,0;11,0
2020-03-08;Emilia-Romagna;542;75;617;480;1097;160;27;56;1180;4344;;170,0;740,0;8,0;2,0;11,0
2020-03-09;Emilia-Romagna;576;90;666;620;1286;189;30;70;1386;4906;;206,0;562,0;14,0;3,0;15,0
2020-03-10;Emilia-Romagna;669;98;767;650;1417;131;31;85;1533;5494;;147,0;588,0;15,0;1,0;8,0
2020-03-11;Emilia-Romagna;745;104;849;739;1588;171;38;113;1739;6640;;206,0;1146,0;28,0;7,0;6,0
2020-03-12;Emilia-Romagna;814;112;926;832;1758;170;43;146;1947;7600;;208,0;960,0;33,0;5,0;8,0
2020-03-13;Emilia-Romagna;942;128;1070;941;2011;253;51;201;2263;8787;;316,0;1187,0;55,0;8,0;16,0
2020-03-14;Emilia-Romagna;1076;152;1228;1121;2349;338;54;241;2644;10043;;381,0;1256,0;40,0;3,0;24,0
2020-03-15;Emilia-Romagna;1215;169;1384;1357;2741;392;68;284;3093;12054;;449,0;2011,0;43,0;14,0;17,0
2020-03-16;Emilia-Romagna;1362;197;1559;1529;3088;347;88;346;3522;13096;;429,0;1042,0;62,0;20,0;28,0
2020-03-17;Emilia-Romagna;1566;223;1789;1615;3404;316;134;393;3931;14510;;409,0;1414,0;47,0;46,0;26,0
2020-03-18;Emilia-Romagna;1784;247;2031;1884;3915;511;152;458;4525;15461;;594,0;951,0;65,0;18,0;24,0
2020-03-19;Emilia-Romagna;1900;260;2160;2346;4506;591;177;531;5214;18344;;689,0;2883,0;73,0;25,0;13,0
2020-03-20;Emilia-Romagna;2083;267;2350;2739;5089;583;239;640;5968;20753;;754,0;2409,0;109,0;62,0;7,0
2020-03-21;Emilia-Romagna;2267;265;2532;3129;5661;572;329;715;6705;24620;;737,0;3867,0;75,0;90,0;-2,0
2020-03-22;Emilia-Romagna;2429;269;2698;3692;6390;729;349;816;7555;28022;;850,0;3402,0;101,0;20,0;4,0
2020-03-23;Emilia-Romagna;2846;276;3122;4098;7220;830;423;892;8535;31200;;980,0;3178,0;76,0;74,0;7,0
2020-03-24;Emilia-Romagna;2974;291;3265;4446;7711;491;558;985;9254;33527;;719,0;2327,0;93,0;135,0;15,0
2020-03-25;Emilia-Romagna;3180;294;3474;4782;8256;545;721;1077;10054;38045;;800,0;4518,0;92,0;163,0;3,0
2020-03-26;Emilia-Romagna;3354;301;3655;5195;8850;594;792;1174;10816;42395;;762,0;4350,0;97,0;71,0;7,0
2020-03-27;Emilia-Romagna;3461;308;3769;5592;9361;511;960;1267;11588;47798;;772,0;5403,0;93,0;168,0;7,0
2020-03-28;Emilia-Romagna;3695;316;4011;5953;9964;603;1075;1344;12383;52991;;795,0;5193,0;77,0;115,0;8,0
2020-03-29;Emilia-Romagna;3769;333;4102;6433;10535;571;1141;1443;13119;52991;;736,0;0,0;99,0;66,0;17,0
2020-03-30;Emilia-Romagna;3779;351;4130;6636;10766;231;1227;1538;13531;50990;;412,0;-2001,0;95,0;86,0;18,0
2020-03-31;Emilia-Romagna;3765;353;4118;6835;10953;187;1477;1644;14074;54532;;543,0;3542,0;106,0;250,0;2,0
2020-04-01;Emilia-Romagna;3898;359;4257;7232;11489;536;1566;1732;14787;58457;;713,0;3925,0;88,0;89,0;6,0
2020-04-02;Emilia-Romagna;3944;366;4310;7549;11859;370;1663;1811;15333;60507;;546,0;2050,0;79,0;97,0;7,0
2020-04-03;Emilia-Romagna;3915;364;4279;7899;12178;319;1852;1902;15932;63682;;599,0;3175,0;91,0;189,0;-2,0
2020-04-04;Emilia-Romagna;3859;358;4217;8306;12523;345;2040;1977;16540;67075;;608,0;3393,0;75,0;188,0;-6,0
2020-04-05;Emilia-Romagna;3839;375;4214;8623;12837;314;2201;2051;17089;69986;;549,0;2911,0;74,0;161,0;17,0
2020-04-06;Emilia-Romagna;3804;372;4176;8875;13051;214;2397;2108;17556;72163;;467,0;2177,0;57,0;196,0;-3,0
2020-04-07;Emilia-Romagna;3750;366;4116;8932;13048;-3;2597;2180;17825;75191;;269,0;3028,0;72,0;200,0;-6,0
2020-04-08;Emilia-Romagna;3769;361;4130;8980;13110;62;2890;2234;18234;78367;;409,0;3176,0;54,0;293,0;-5,0
2020-04-09;Emilia-Romagna;3722;355;4077;9181;13258;148;3103;2316;18677;81715;;443,0;3348,0;82,0;213,0;-6,0
2020-04-10;Emilia-Romagna;3596;349;3945;9405;13350;92;3381;2397;19128;85884;;451,0;4169,0;81,0;278,0;-6,0
2020-04-11;Emilia-Romagna;3530;341;3871;9624;13495;145;3659;2481;19635;91759;;507,0;5875,0;84,0;278,0;-8,0
2020-04-12;Emilia-Romagna;3491;335;3826;9846;13672;177;3862;2564;20098;96704;;463,0;4945,0;83,0;203,0;-6,0
2020-04-13;Emilia-Romagna;3490;331;3821;9997;13818;146;4007;2615;20440;99047;;342,0;2343,0;51,0;145,0;-4,0
2020-04-14;Emilia-Romagna;3473;328;3801;9977;13778;-40;4269;2705;20752;101896;;312,0;2849,0;90,0;262,0;-3,0
2020-04-15;Emilia-Romagna;3388;325;3713;9864;13577;-201;4664;2788;21029;106149;;277,0;4253,0;83,0;395,0;-3,0
2020-04-16;Emilia-Romagna;3360;316;3676;9987;13663;86;4980;2843;21486;112105;;457,0;5956,0;55,0;316,0;-9,0
2020-04-17;Emilia-Romagna;3330;309;3639;9946;13585;-78;5346;2903;21834;116826;;348,0;4721,0;60,0;366,0;-7,0
2020-04-18;Emilia-Romagna;3234;296;3530;10054;13584;-1;5635;2965;22184;121220;;350,0;4394,0;62,0;289,0;-13,0
2020-04-19;Emilia-Romagna;3166;289;3455;10097;13552;-32;5985;3023;22560;124916;88776,0;376,0;3696,0;58,0;350,0;-7,0
2020-04-20;Emilia-Romagna;3144;283;3427;10095;13522;-30;6266;3079;22867;129530;90894,0;307,0;4614,0;56,0;281,0;-6,0
2020-04-21;Emilia-Romagna;3045;282;3327;9917;13244;-278;6701;3147;23092;134878;93367,0;225,0;5348,0;68,0;435,0;-1,0
2020-04-22;Emilia-Romagna;2964;282;3246;9838;13084;-160;7146;3204;23434;140874;96824,0;342,0;5996,0;57,0;445,0;0,0
2020-04-23;Emilia-Romagna;2889;266;3155;9690;12845;-239;7609;3269;23723;146146;99714,0;289,0;5272,0;65,0;463,0;-16,0
2020-04-24;Emilia-Romagna;2807;264;3071;9438;12509;-336;8158;3303;23970;151505;102495,0;247,0;5359,0;34,0;549,0;-2,0
2020-04-25;Emilia-Romagna;2718;246;2964;9383;12347;-162;8515;3347;24209;156883;105628,0;239,0;5378,0;44,0;357,0;-18,0
2020-04-26;Emilia-Romagna;2695;245;2940;9401;12341;-6;8723;3386;24450;161928;109192,0;241,0;5045,0;39,0;208,0;-1,0
2020-04-27;Emilia-Romagna;2640;247;2887;9338;12225;-116;9006;3431;24662;164979;111041,0;212,0;3051,0;45,0;283,0;2,0
2020-04-28;Emilia-Romagna;2574;228;2802;9201;12003;-222;9439;3472;24914;172589;116624,0;252,0;7610,0;41,0;433,0;-19,0
2020-04-29;Emilia-Romagna;2527;226;2753;9109;11862;-141;9803;3512;25177;176865;118881,0;263,0;4276,0;40,0;364,0;-2,0
2020-04-30;Emilia-Romagna;2146;206;2352;7211;9563;-2299;12322;3551;25436;182857;122430,0;259,0;5992,0;39,0;2519,0;-20,0
2020-05-01;Emilia-Romagna;2112;197;2309;7175;9484;-79;12581;3579;25644;188264;125636,0;208,0;5407,0;28,0;259,0;-9,0
2020-05-02;Emilia-Romagna;2033;196;2229;7094;9323;-161;12913;3614;25850;192135;128005,0;206,0;3871,0;35,0;332,0;-1,0
2020-05-03;Emilia-Romagna;1997;197;2194;6851;9045;-278;13329;3642;26016;197075;131047,0;166,0;4940,0;28,0;416,0;1,0
2020-05-04;Emilia-Romagna;1968;199;2167;6817;8984;-61;13525;3666;26175;200427;133329,0;159,0;3352,0;24,0;196,0;2,0
2020-05-05;Emilia-Romagna;1917;191;2108;6573;8681;-303;13889;3705;26275;206166;136310,0;100,0;5739,0;39,0;364,0;-8,0
2020-05-06;Emilia-Romagna;1816;176;1992;6399;8391;-290;14251;3737;26379;211652;138871,0;104,0;5486,0;32,0;362,0;-15,0
2020-05-07;Emilia-Romagna;1726;173;1899;6112;8011;-380;14710;3766;26487;217039;141468,0;108,0;5387,0;29,0;459,0;-3,0
2020-05-08;Emilia-Romagna;1680;163;1843;5887;7730;-281;15071;3797;26598;221866;144009,0;111,0;4827,0;31,0;361,0;-10,0
2020-05-09;Emilia-Romagna;1604;155;1759;5642;7401;-329;15491;3827;26719;227366;146642,0;121,0;5500,0;30,0;420,0;-8,0
2020-05-10;Emilia-Romagna;1562;150;1712;5479;7191;-210;15760;3845;26796;231637;149276,0;77,0;4271,0;18,0;269,0;-5,0
2020-02-24;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;58;;0,0;58,0;0,0;0,0;0,0
2020-02-25;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;89;;0,0;31,0;0,0;0,0;0,0
2020-02-26;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;114;;0,0;25,0;0,0;0,0;0,0
2020-02-27;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;141;;0,0;27,0;0,0;0,0;0,0
2020-02-28;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;169;;0,0;28,0;0,0;0,0;0,0
2020-02-29;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;189;;0,0;20,0;0,0;0,0;0,0
2020-03-01;Friuli Venezia Giulia;0;0;0;6;6;6;0;0;6;243;;6,0;54,0;0,0;0,0;0,0
2020-03-02;Friuli Venezia Giulia;0;0;0;9;9;3;0;0;9;269;;3,0;26,0;0,0;0,0;0,0
2020-03-03;Friuli Venezia Giulia;1;0;1;12;13;4;0;0;13;354;;4,0;85,0;0,0;0,0;0,0
2020-03-04;Friuli Venezia Giulia;3;0;3;15;18;5;0;0;18;376;;5,0;22,0;0,0;0,0;0,0
2020-03-05;Friuli Venezia Giulia;4;0;4;17;21;3;0;0;21;397;;3,0;21,0;0,0;0,0;0,0
2020-03-06;Friuli Venezia Giulia;4;0;4;24;28;7;3;0;31;577;;10,0;180,0;0,0;3,0;0,0
2020-03-07;Friuli Venezia Giulia;7;1;8;31;39;11;3;0;42;577;;11,0;0,0;0,0;0,0;1,0
2020-03-08;Friuli Venezia Giulia;7;1;8;45;53;14;3;1;57;997;;15,0;420,0;1,0;0,0;0,0
2020-03-09;Friuli Venezia Giulia;18;1;19;70;89;36;3;1;93;1344;;36,0;347,0;0,0;0,0;0,0
2020-03-10;Friuli Venezia Giulia;27;6;33;77;110;21;3;3;116;1602;;23,0;258,0;2,0;0,0;5,0
2020-03-11;Friuli Venezia Giulia;16;5;21;89;110;0;10;6;126;2073;;10,0;471,0;3,0;7,0;-1,0
2020-03-12;Friuli Venezia Giulia;23;10;33;115;148;38;11;8;167;2604;;41,0;531,0;2,0;1,0;5,0
2020-03-13;Friuli Venezia Giulia;59;8;67;169;236;88;11;10;257;3149;;90,0;545,0;2,0;0,0;-2,0
2020-03-14;Friuli Venezia Giulia;67;11;78;193;271;35;17;13;301;3376;;44,0;227,0;3,0;6,0;3,0
2020-03-15;Friuli Venezia Giulia;98;12;110;206;316;45;17;14;347;3407;;46,0;31,0;1,0;0,0;1,0
2020-03-16;Friuli Venezia Giulia;96;19;115;231;346;30;18;22;386;4851;;39,0;1444,0;8,0;1,0;7,0
2020-03-17;Friuli Venezia Giulia;104;21;125;222;347;1;17;30;394;4958;;8,0;107,0;8,0;-1,0;2,0
2020-03-18;Friuli Venezia Giulia;128;27;155;261;416;69;15;31;462;4958;;68,0;0,0;1,0;-2,0;6,0
2020-03-19;Friuli Venezia Giulia;134;29;163;359;522;106;41;36;599;4052;;137,0;-906,0;5,0;26,0;2,0
2020-03-20;Friuli Venezia Giulia;143;32;175;380;555;33;63;38;656;4964;;57,0;912,0;2,0;22,0;3,0
2020-03-21;Friuli Venezia Giulia;152;37;189;477;666;111;82;42;790;5955;;134,0;991,0;4,0;19,0;5,0
2020-03-22;Friuli Venezia Giulia;163;47;210;528;738;72;89;47;874;6761;;84,0;806,0;5,0;7,0;10,0
2020-03-23;Friuli Venezia Giulia;185;41;226;545;771;33;105;54;930;7424;;56,0;663,0;7,0;16,0;-6,0
2020-03-24;Friuli Venezia Giulia;195;49;244;604;848;77;80;64;992;8526;;62,0;1102,0;10,0;-25,0;8,0
2020-03-25;Friuli Venezia Giulia;200;52;252;659;911;63;158;70;1139;9494;;147,0;968,0;6,0;78,0;3,0
2020-03-26;Friuli Venezia Giulia;212;54;266;688;954;43;197;72;1223;10721;;84,0;1227,0;2,0;39,0;2,0
2020-03-27;Friuli Venezia Giulia;222;57;279;748;1027;73;214;76;1317;11841;;94,0;1120,0;4,0;17,0;3,0
2020-03-28;Friuli Venezia Giulia;223;59;282;838;1120;93;229;87;1436;12723;;119,0;882,0;11,0;15,0;2,0
2020-03-29;Friuli Venezia Giulia;236;60;296;845;1141;21;241;98;1480;13397;;44,0;674,0;11,0;12,0;1,0
2020-03-30;Friuli Venezia Giulia;229;60;289;820;1109;-32;285;107;1501;14003;;21,0;606,0;9,0;44,0;0,0
2020-03-31;Friuli Venezia Giulia;215;60;275;885;1160;51;320;113;1593;14899;;92,0;896,0;6,0;35,0;0,0
2020-04-01;Friuli Venezia Giulia;206;60;266;940;1206;46;357;122;1685;15987;;92,0;1088,0;9,0;37,0;0,0
2020-04-02;Friuli Venezia Giulia;199;60;259;1035;1294;88;376;129;1799;17121;;114,0;1134,0;7,0;19,0;0,0
2020-04-03;Friuli Venezia Giulia;201;61;262;1062;1324;30;419;136;1879;19985;;80,0;2864,0;7,0;43,0;1,0
2020-04-04;Friuli Venezia Giulia;183;50;233;1103;1336;12;505;145;1986;21126;;107,0;1141,0;9,0;86,0;-11,0
2020-04-05;Friuli Venezia Giulia;185;50;235;1128;1363;27;531;154;2048;21652;;62,0;526,0;9,0;26,0;0,0
2020-04-06;Friuli Venezia Giulia;189;46;235;1161;1396;33;549;158;2103;22272;;55,0;620,0;4,0;18,0;-4,0
2020-04-07;Friuli Venezia Giulia;185;44;229;1150;1379;-17;610;164;2153;23536;;50,0;1264,0;6,0;61,0;-2,0
2020-04-08;Friuli Venezia Giulia;162;41;203;1212;1415;36;634;169;2218;24798;;65,0;1262,0;5,0;24,0;-3,0
2020-04-09;Friuli Venezia Giulia;167;37;204;1186;1390;-25;738;171;2299;26205;;81,0;1407,0;2,0;104,0;-4,0
2020-04-10;Friuli Venezia Giulia;167;33;200;1198;1398;8;772;179;2349;28097;;50,0;1892,0;8,0;34,0;-4,0
2020-04-11;Friuli Venezia Giulia;172;28;200;1182;1382;-16;826;185;2393;29685;;44,0;1588,0;6,0;54,0;-5,0
2020-04-12;Friuli Venezia Giulia;160;28;188;1138;1326;-56;910;195;2431;29988;;38,0;303,0;10,0;84,0;0,0
2020-04-13;Friuli Venezia Giulia;159;30;189;1118;1307;-19;973;202;2482;30941;;51,0;953,0;7,0;63,0;2,0
2020-04-14;Friuli Venezia Giulia;166;28;194;705;899;-408;1415;206;2520;31764;;38,0;823,0;4,0;442,0;-2,0
2020-04-15;Friuli Venezia Giulia;163;24;187;1207;1394;495;938;212;2544;33800;;24,0;2036,0;6,0;-477,0;-4,0
2020-04-16;Friuli Venezia Giulia;159;26;185;1145;1330;-64;1069;217;2616;35766;;72,0;1966,0;5,0;131,0;2,0
2020-04-17;Friuli Venezia Giulia;148;23;171;1257;1428;98;1027;220;2675;40030;;59,0;4264,0;3,0;-42,0;-3,0
2020-04-18;Friuli Venezia Giulia;141;27;168;1235;1403;-25;1106;222;2731;43293;;56,0;3263,0;2,0;79,0;4,0
2020-04-19;Friuli Venezia Giulia;140;25;165;1172;1337;-66;1183;225;2745;44622;27544,0;14,0;1329,0;3,0;77,0;-2,0
2020-04-20;Friuli Venezia Giulia;140;22;162;1028;1190;-147;1346;239;2775;45161;28777,0;30,0;539,0;14,0;163,0;-3,0
2020-04-21;Friuli Venezia Giulia;139;21;160;1162;1322;132;1229;241;2792;48500;31352,0;17,0;3339,0;2,0;-117,0;-1,0
2020-04-22;Friuli Venezia Giulia;134;20;154;1154;1308;-14;1263;246;2817;50869;32871,0;25,0;2369,0;5,0;34,0;-1,0
2020-04-23;Friuli Venezia Giulia;138;18;156;979;1135;-173;1467;256;2858;52918;34057,0;41,0;2049,0;10,0;204,0;-2,0
2020-04-24;Friuli Venezia Giulia;136;16;152;1168;1320;185;1304;258;2882;55502;35547,0;24,0;2584,0;2,0;-163,0;-2,0
2020-04-25;Friuli Venezia Giulia;122;15;137;947;1084;-236;1556;263;2903;58375;37211,0;21,0;2873,0;5,0;252,0;-1,0
2020-04-26;Friuli Venezia Giulia;129;13;142;1106;1248;164;1405;264;2917;59681;38202,0;14,0;1306,0;1,0;-151,0;-2,0
2020-04-27;Friuli Venezia Giulia;130;13;143;1115;1258;10;1448;271;2977;60940;39330,0;60,0;1259,0;7,0;43,0;0,0
2020-04-28;Friuli Venezia Giulia;136;13;149;1090;1239;-19;1478;278;2995;64151;41273,0;18,0;3211,0;7,0;30,0;0,0
2020-04-29;Friuli Venezia Giulia;134;12;146;1081;1227;-12;1498;285;3010;66769;42902,0;15,0;2618,0;7,0;20,0;-1,0
2020-04-30;Friuli Venezia Giulia;109;11;120;1050;1170;-57;1566;289;3025;67930;43691,0;15,0;1161,0;4,0;68,0;-1,0
2020-05-01;Friuli Venezia Giulia;131;6;137;978;1115;-55;1632;294;3041;71013;45566,0;16,0;3083,0;5,0;66,0;-5,0
2020-05-02;Friuli Venezia Giulia;131;5;136;973;1109;-6;1655;295;3059;73855;47259,0;18,0;2842,0;1,0;23,0;-1,0
2020-05-03;Friuli Venezia Giulia;131;6;137;950;1087;-22;1688;297;3072;74990;48041,0;13,0;1135,0;2,0;33,0;1,0
2020-05-04;Friuli Venezia Giulia;130;4;134;916;1050;-37;1727;299;3076;75421;48250,0;4,0;431,0;2,0;39,0;-2,0
2020-05-05;Friuli Venezia Giulia;120;4;124;860;984;-66;1798;303;3085;78510;50135,0;9,0;3089,0;4,0;71,0;0,0
2020-05-06;Friuli Venezia Giulia;115;3;118;844;962;-22;1826;306;3094;79429;50698,0;9,0;919,0;3,0;28,0;-1,0
2020-05-07;Friuli Venezia Giulia;109;2;111;816;927;-35;1872;308;3107;82012;51123,0;13,0;2583,0;2,0;46,0;-1,0
2020-05-08;Friuli Venezia Giulia;105;2;107;804;911;-16;1897;308;3116;82902;52784,0;9,0;890,0;0,0;25,0;0,0
2020-05-09;Friuli Venezia Giulia;101;3;104;765;869;-42;1947;308;3124;88384;55319,0;8,0;5482,0;0,0;50,0;1,0
2020-05-10;Friuli Venezia Giulia;98;3;101;750;851;-18;1969;310;3130;89449;56205,0;6,0;1065,0;2,0;22,0;0,0
2020-02-24;Lazio;1;1;2;0;2;0;1;0;3;124;;3,0;124,0;0,0;1,0;1,0
2020-02-25;Lazio;1;1;2;0;2;0;1;0;3;124;;0,0;0,0;0,0;0,0;0,0
